county name,state,county_population_increased_2015_2016,year,female_total_population,female_age_under_5_pct,female_age_5_to_9_pct,female_age_10_to_14_pct,female_age_15_to_19_pct,female_age_20_to_24_pct,female_age_25_to_29_pct,female_age_30_to_34_pct,female_age_35_to_39_pct,female_age_40_to_44_pct,female_age_45_to_49_pct,female_age_50_to_54_pct,female_age_55_to_59_pct,female_age_60_to_64_pct,female_age_65_to_69_pct,female_age_70_to_74_pct,female_age_75_to_79_pct,female_age_80_to_84_pct,female_age_85_and_over_pct,male_total_population,male_age_under_5_pct,male_age_5_to_9_pct,male_age_10_to_14_pct,male_age_15_to_19_pct,male_age_20_to_24_pct,male_age_25_to_29_pct,male_age_30_to_34_pct,male_age_35_to_39_pct,male_age_40_to_44_pct,male_age_45_to_49_pct,male_age_50_to_54_pct,male_age_55_to_59_pct,male_age_60_to_64_pct,male_age_65_to_69_pct,male_age_70_to_74_pct,male_age_75_to_79_pct,male_age_80_to_84_pct,male_age_85_and_over_pct
Brevard County,Florida,TRUE,2013,281089,4.3,5.4,4.9,5.1,5.3,5,5.2,5.2,5.3,7,8.4,7.5,7.8,6.8,5.5,4.4,3.4,3.7,269734,5.1,5.4,5.8,6.5,6,5.5,4.6,5.9,5.3,6.6,8.3,7.8,6.8,6.5,4.8,3.8,3.1,2.1
Broward County,Florida,TRUE,2013,944688,5.6,5.6,5.9,6,5.9,6.5,6.7,6,7.5,7.5,7.6,6.7,5.9,4.9,3.5,3.1,2.3,2.8,894156,6.1,6.5,6.3,6.6,6.5,6.7,6.8,6.6,6.9,7.5,7.8,7.1,5.2,4.9,2.9,2.3,1.8,1.6
Charlotte County,Florida,TRUE,2013,84856,3.3,2.9,4.2,4.6,3.6,2.9,3.1,3.5,4.5,5.4,6.7,8.2,9.7,10.4,9.5,5.7,5.6,6,79880,3.1,3.1,4.5,4.7,4.9,4.2,3.2,4.2,3.9,5,6.8,6,9.7,10.7,9.1,7.2,4.9,4.6
Citrus County,Florida,TRUE,2013,71306,3.9,3,4.8,4.8,3.3,3.3,3.8,3,4.8,5.3,7.1,7.7,9,10.6,9.2,7.1,4.4,4.9,67965,3.5,3.7,6.1,4.3,5,3.8,3.6,4.3,4.3,5.7,6.3,7.3,7.6,11.4,7.4,7.6,4.9,3.1
Clay County,Florida,TRUE,2013,100388,4.6,6.2,8.2,7.1,6.1,5.9,5.2,8.1,5.7,8.1,7.2,6.3,6.6,4.8,4,2.1,1.9,1.7,96011,6,6.9,7.7,7.4,5.5,6.3,7.1,4.5,7.5,7.3,8.3,6.7,6,5.4,3,2.8,1,0.6
Collier County,Florida,TRUE,2013,172443,4.6,5.2,5,4.8,4.8,4.5,4.7,4.9,5.8,5.6,6.5,6.8,7.5,6.8,8.6,5.9,4.1,3.7,167199,5.1,4.1,7.1,4.9,5.5,5.5,5.5,4.9,5.1,6,6.4,6,6.1,7.7,6.9,6.2,4.1,3.1
Columbia County,Florida,TRUE,2013,32506,5.9,4.4,7.9,7.6,5.1,6.1,5.6,4.1,7.3,5.7,6.7,9.4,5.9,6.1,3.7,3.6,3,1.9,35037,7.5,6.7,5.4,4.7,13.2,5,5.7,5.3,6.1,5.9,6.4,6.6,6.9,4.8,3.8,3.1,2,0.9
Duval County,Florida,TRUE,2013,456871,6.4,6.1,5.9,6,6.9,8,7.3,6,6.8,6.8,7.3,6.8,5.9,4.5,3.1,2.3,1.8,2.1,428984,7.2,6.5,6.7,6.6,7.7,8.5,7.5,6.6,6.3,6.7,7.2,6.1,5.7,3.9,2.8,1.6,1.2,1.2
Escambia County,Florida,TRUE,2013,152926,6.1,5.4,5.3,6.2,8.7,6.9,5.8,5.5,5,6.4,7.6,7,6.3,4.9,4.6,3.1,2.6,2.6,152891,6.5,5.4,6.5,8.3,9.6,7.7,6.6,4.9,6,5.9,7.1,6.8,5.5,4.7,3.2,2.9,1.5,1.1
Flagler County,Florida,TRUE,2013,53616,3.9,5,5.8,7.4,4,3.9,4.6,3.7,6.6,5.3,6.3,8.6,7.2,7.9,8.6,4.4,2.9,4,46340,4.9,5.6,5.1,8.2,5.1,3.3,3.7,4.8,7,4.7,5.6,7.3,6.7,8.2,8.5,4.8,4.3,2.2
Hernando County,Florida,TRUE,2013,90524,3.8,6.1,4.4,5.1,4.7,5.4,4.1,5.2,6,6.1,6.7,7.4,7.4,9,5.6,4.3,4.8,4.1,83917,4.7,5.7,6.2,5.9,5.1,5,5,4,5.8,6.2,6.8,6.5,7.1,8.7,6,4.4,3.1,3.9
Highlands County,Florida,TRUE,2013,48806,4.7,4.1,3.7,4.7,6,3.4,3.4,4.7,4,5.3,6,5.5,9,10.4,7.1,7.3,4.6,6.3,48810,5.9,5.4,5.9,5.1,6,4.2,4.5,5.4,3.8,4.5,5.8,6.4,5.3,8.2,7.9,5.9,5.4,4.5
Hillsborough County,Florida,TRUE,2013,661989,6.1,6.5,5.9,6.2,7.2,7.4,7.1,6.4,7.2,6.9,7,6.4,5.5,4.5,3.2,2.5,1.9,2,629589,6.8,6.6,7,7,7.2,7.6,7.1,6.5,7.2,7.1,7.1,6.2,5.1,4,2.9,2,1.5,1.1
Indian River County,Florida,TRUE,2013,73373,4.2,4.6,4.8,5.1,4.7,3.7,3.9,4.7,4.5,5.8,8,6.9,7.9,9.4,6.1,5.6,5.6,4.3,68621,4.6,6.7,4,7.4,4.7,4.6,4,3.8,5.5,6.6,6.8,7.5,6.2,7.5,6.7,4.3,5.5,3.5
Lake County,Florida,TRUE,2013,158695,4.8,4.1,6.8,5.3,4.9,4.7,4,5.3,6.2,6.6,6.8,6.9,7.1,8.7,5.7,5.4,2.9,4,149339,5.4,5.5,6.8,6.2,4.5,5.1,4.8,4.8,6.8,6.6,6.5,6.4,6.1,8.3,5.7,4.9,3.5,2.1
Lee County,Florida,TRUE,2013,337305,4.8,4.7,5.5,5,5.2,5.2,5,4.8,6.1,5.8,6.7,7.5,7.4,7.7,6.9,4.5,2.9,4,323810,5.1,5.9,5.5,5.6,5.4,5.6,5.5,5.1,5.7,5.9,6.5,6.9,6.4,7.7,6.8,5.1,2.9,2.5
Leon County,Florida,TRUE,2013,148103,5,4.7,5.4,9.2,17.4,7.3,6.2,5.7,5.1,5.2,5.9,5.9,5,4,2.8,2.1,1.8,1.3,133742,5.3,5.7,6,9,17,8.1,6.2,4.4,6.6,5.1,5.9,5.9,4.5,4,2.6,1.6,1.1,1
Manatee County,Florida,TRUE,2013,176097,4.8,4.9,5.7,5.2,4.8,4.9,5.1,4.5,6.3,6.4,6.7,7.9,6.7,8.4,5.3,5.2,3.3,3.9,166009,5.4,5.8,6.4,6.6,5.7,4.1,5.4,5.1,5.6,6.4,6.6,6.5,6.5,6.9,6.2,4.7,3.3,2.9
Marion County,Florida,TRUE,2013,173785,4.1,5.7,4.2,5.1,4.9,4.7,5.4,5.4,4.8,5.9,6.5,8.7,6.1,8.4,7.4,5,4,3.7,163577,5.8,5.5,5.6,6.1,5.5,4.9,4.7,4.7,5.6,5.6,6.3,7.2,6.1,7.2,7.4,5,3.9,2.8
Martin County,Florida,TRUE,2013,77265,4.2,4.3,5.2,5.1,4.2,3.4,4.4,3.4,5.7,6,7.7,8.4,7.6,8.8,6.1,7.2,4.9,3.4,73998,4,5.1,4.6,6.4,4.1,6.4,5.5,4.6,5.5,6.5,6.6,7.9,6.3,7.8,5.4,5.2,4.6,3.5
Miami-Dade County,Florida,TRUE,2013,1345055,5.6,5.3,5.6,5.7,6.8,6.9,6.6,6.5,7.4,7.4,7.3,6.3,5.6,4.8,3.8,3.2,2.6,2.7,1272121,6.2,5.9,6.1,6.3,7.4,7.5,7,7.3,7.5,7.8,7.2,6.1,4.8,4.2,3.1,2.4,1.7,1.5
Monroe County,Florida,TRUE,2013,36947,5.1,5.2,2.3,6.2,7,3.1,4.9,5.8,6.3,7.4,9.1,9.9,8.6,7,4.9,3.1,1.4,2.5,39404,5.1,3.1,3.8,3.7,4.8,6.7,3.9,2.8,9.2,9.7,9,9.1,8.7,7.8,5.9,2.4,1.9,2.5
Nassau County,Florida,TRUE,2013,38056,5.2,6.6,4.8,5,4.2,4.7,4.6,7.1,6.9,6.9,7.2,8.7,7.4,7.2,5.3,2.9,2.6,2.8,37654,4.9,4.8,6.2,9.2,5.1,5.4,4.7,6.7,6.5,6.5,7.1,8.8,5.6,6.4,5.6,3.6,1.9,0.9
Okaloosa County,Florida,TRUE,2013,95220,6.1,6.1,6.3,6.4,6,7.4,6.9,5,6.2,6.9,7.5,5.7,7,5.6,3.1,3.3,2.2,2.2,98591,5.7,6.3,6.8,6.3,8.7,9.3,7.1,5.9,5.3,6.1,8,6.8,4.9,5.2,2.3,1.9,1.7,1.6
Orange County,Florida,TRUE,2013,621713,6,6.3,6,6.7,8.7,8.3,7.5,6.7,7.3,6.9,6.8,6.1,4.9,3.8,2.6,2.1,1.6,1.5,603554,6.5,5.9,7.3,7.1,9,8.8,7.8,7.1,7,7,6.8,5.9,4.4,3.1,2.6,1.9,0.9,0.7
Osceola County,Florida,TRUE,2013,151680,6.3,6,7.6,6.9,6.9,6.2,6.8,7.6,7.5,7,6.5,5.5,5.7,5,3.2,1.3,1.7,2.3,146824,6.7,6.3,8.5,7.6,7.4,7.3,7.5,8.1,5.6,6.6,6.8,6.1,4.2,4.3,3.1,1.6,1.3,1
Palm Beach County,Florida,TRUE,2013,707506,4.9,5.4,5.2,5.4,5.5,5.5,5.4,5.7,5.9,6.7,7.1,7.2,5.6,6.5,5,4,4.2,4.9,664665,5.4,5.8,5.8,6.1,6.3,6.1,5.8,5.8,6.3,6.7,7.2,6.8,5.5,5.4,4.5,3.9,2.8,3.7
Pasco County,Florida,TRUE,2013,244430,4.9,5.6,5.6,5.5,4.9,5,5.6,6.1,6.1,6.7,7.1,7.6,6,6.8,5.7,3.7,3.5,3.6,231072,5.4,6.1,6.3,6,5.4,5.1,5.6,5.3,7.2,6.8,7.2,6.5,6.4,6.4,5.1,3.6,2.8,2.9
Pinellas County,Florida,TRUE,2013,483349,4.3,4.5,4.5,4.8,5.2,5.4,5.5,5.4,5.6,6.9,8,8.3,7.1,6.3,5.7,4.5,3.4,4.6,445699,4.8,4.4,5.8,5.4,5.7,5.8,5.8,5.1,6.5,7.1,8.2,7.8,7.2,6.7,4.7,4.4,2.9,1.9
Polk County,Florida,TRUE,2013,317501,5.7,6.7,5.9,5.9,6.3,5.9,6,5.2,6.5,6.1,6.6,6.5,6.5,6.3,5.1,3.9,2.6,2.6,305508,6.3,6.3,7.3,6.8,6.5,6.2,6.1,5.8,6,6.3,6.6,5.9,6.1,5.7,4.6,3.4,2.5,1.7
Putnam County,Florida,TRUE,2013,36501,3.9,7.5,6.5,5.6,4,5.7,5.5,5.2,5.1,6.6,7.1,8.4,7.5,6.7,4.8,5,1.9,3.1,36076,6.4,5.7,8.7,9.8,6.1,2.7,5.8,2.9,5.7,6.9,6,5.2,9.5,6.7,4.6,4.1,1.8,1.5
St. Johns County,Florida,TRUE,2013,106532,4.7,5.9,6.1,7,5.2,4.4,4.9,6,7.6,8,7.9,8,6.1,6.5,3.9,2.5,2.4,2.9,103115,5,5.8,8,7.3,5.3,5.1,4.8,5.4,7.2,6.7,8.3,7.6,6.7,7.3,3.4,2.6,1.9,1.7
St. Lucie County,Florida,TRUE,2013,147006,5.5,7,4.5,5.2,5.8,5.1,4.8,5.2,6.9,6.5,6.9,6.7,6.8,6.6,5.3,4.1,3.7,3.4,139826,4.9,5.7,7.1,6.8,5.5,5.8,5.8,5.2,6.3,6.5,6.6,6.9,5.7,5.7,5.9,4.1,3,2.5
Santa Rosa County,Florida,TRUE,2013,80228,5.7,7.1,6.9,5.9,5.5,6.9,5.9,5.7,6.8,7.4,8.3,7.4,5.9,4,4.5,3,1.3,1.7,80868,6.2,6.4,6.4,5.5,7.5,6.7,6.8,6.4,8.3,6.8,8.1,7.3,5.1,4.6,3.4,2.4,1.5,0.6
Sarasota County,Florida,TRUE,2013,204517,3.7,3.9,4,4.3,4.2,3.5,4,4.6,4.8,5.6,6.8,6.7,9.1,9.1,7.9,6.4,5.2,6.1,185912,4,4.5,4.7,5.1,5.2,3.7,4.5,3.9,5.2,5.7,7.2,6.5,7.9,8.6,8,6.1,4.8,4.4
Seminole County,Florida,TRUE,2013,225270,5,4.9,7.1,6.6,6.7,6.1,6.7,5.8,7.5,7.6,7.7,7.4,5.9,4.9,3.3,1.7,2,3,210771,5.5,5.6,7.4,7.4,7.2,7.1,6.8,6.2,7.1,7.3,7.7,6.8,5.8,4.7,3,1.8,1.4,1.3
Sumter County,Florida,TRUE,2013,52108,1.7,2.3,2.1,2.1,1.2,2.7,1.9,1.7,3.5,3.1,3.9,7.8,12.6,19.6,15.6,12.1,2.8,3.2,54948,2.2,1.9,2.7,3.7,2.7,3.2,4.5,4.2,4.7,3.5,3.9,3.3,9.1,14.9,16.9,11.4,4.1,2.9
Volusia County,Florida,TRUE,2013,257916,4.5,5,4.7,5.5,5.9,5.3,5,4.3,6.1,6.4,7.6,7.8,7.3,7.2,5.5,4.7,3,4.2,242884,5,6.1,4.5,6.3,6.5,6,5.4,4.4,6.4,6.5,7.4,6.6,7.8,6.6,5.3,3.8,3,2.4
Barrow County,Georgia,TRUE,2013,35705,5.8,7.7,7.6,6.6,5.9,6.3,7.1,6.6,7.3,7.5,7.9,5.9,5.4,2.8,4.8,2,1.8,1.1,35748,7.4,7.6,9.1,7.3,6,7.6,7.4,5.6,7.7,6.8,8.3,5.8,4.5,3,2.6,1.6,1.1,0.7
Bartow County,Georgia,TRUE,2013,50263,4.5,6,9.5,8.4,6.8,5.3,6.6,6.9,5.6,7,7.4,6.5,4.8,6.4,3.1,2.6,1.9,0.8,51010,4.6,7.1,8.5,8.9,7,8.3,5.5,5.9,7.3,8.8,6.1,5.7,4.7,4.6,3.2,2,0.9,1
Bibb County,Georgia,FALSE,2013,80915,6.4,5.7,6.9,6.5,7.9,7.6,6.4,6.3,5.2,6,6.7,6.9,5.9,4.6,3.5,3,1.8,2.5,73806,8.5,7.5,8.1,7.2,7.1,6.6,6.9,6,6.2,6,6.4,5.1,7.1,3.9,2.9,2.1,1.3,1.1
Bulloch County,Georgia,TRUE,2013,36499,6.8,7,4.6,12.7,14,8.1,4.6,3.9,6.5,5.6,6,4.4,4.3,3.4,3.1,2.2,1.1,1.8,34715,4.5,4.1,6.6,14.2,16.8,9.1,6.5,4.2,5.2,4.5,6.3,4.3,3.9,3.5,2.7,2.1,0.2,1
Carroll County,Georgia,TRUE,2013,58500,6.6,5.8,7.8,9.6,8.2,6.3,7.4,5.8,6.2,5.4,6.5,6.2,4.7,4.5,3.3,3,1.4,1.5,53855,5.9,8.4,5.9,9.8,7.2,7.3,5.6,6.1,7.8,7.4,7.1,7.8,3.3,4.8,1.7,2.2,0.9,0.8
Catoosa County,Georgia,TRUE,2013,33681,4.9,5.5,7.5,5.2,6.2,5.8,6.3,8.3,6.2,6.6,7.1,6.9,6.6,5.6,4,2.9,3,1.4,31630,5.9,6,9.8,8,6.1,5.2,5.8,7.5,6.2,7.5,7,8.1,3.6,5.8,2.6,2.7,1.1,1.3
Chatham County,Georgia,TRUE,2013,143949,6.8,5.6,5.6,6.6,8.6,8.3,7.9,5.5,6,5.7,6.4,6,6.3,5.3,3,2.9,1.5,2.1,134485,7.2,6.6,6.7,6.7,9.1,9.4,7.6,6.3,5.8,5.9,6.2,5.1,5.6,4.7,2.8,1.8,1.3,1.3
Cherokee County,Georgia,TRUE,2013,114418,6.4,9.1,6.2,6.1,6.3,5.1,6.4,6.4,9.1,7.8,6.9,6.3,5.1,4.5,3.8,1.9,1,1.6,110688,6.6,8.6,7.8,6.5,5.4,5.7,6.9,7.2,8.1,8.1,7.4,5.9,5,4.6,2.9,1.8,0.8,0.6
Clarke County,Georgia,TRUE,2013,63344,5.5,5.1,3.3,13.7,18.7,9.1,6.7,5.9,3.7,5.1,3.9,4.7,4.2,3,2.6,1.4,1.2,2,57921,6.3,4.5,5.5,10.6,21.9,7.9,6.7,6.5,5.7,4.6,4.6,4.2,3.6,2.5,1.9,1.2,1,0.8
Clayton County,Georgia,TRUE,2013,138498,7.6,7.7,7.3,6.8,7.5,7.3,7.6,7.7,7.5,7,6.5,5.9,5.3,2.9,2.1,1.8,0.4,1.1,125722,8.3,9.3,8.1,7.8,8.4,7.3,6.7,6.7,8.1,6.5,6.1,5.4,4.6,2.8,1.8,1.3,0.6,0.2
Cobb County,Georgia,TRUE,2013,370075,6.3,6.8,6.7,6.4,6.4,6.9,7.3,7.5,7.8,7.6,7.4,6.4,5.3,4.1,2.6,1.7,1.5,1.3,347115,7.1,7.4,7.3,7.4,6.8,7.1,7.2,6.8,8.1,7.4,7.3,6.4,4.9,4,2,1.4,1,0.6
Columbia County,Georgia,TRUE,2013,69359,5.1,7,8.6,7.4,6.1,5.8,7.1,6.6,7.1,8,6.8,7.7,4.7,3.1,3,2.5,2.2,1.1,66057,6.5,8.1,8.8,7.5,7.3,6.1,6.2,6.1,6.8,7.8,6.7,7.9,4.9,3.4,3.1,1.6,1.1,0.3
Coweta County,Georgia,TRUE,2013,68257,6,8.7,6.4,6.4,5.3,6.3,7.5,7.7,6.9,7.5,7.1,5.2,6.1,5,2.7,3.1,1.4,0.7,64923,7,8.6,6.9,7.4,5.4,6.2,5.8,6.9,7.1,8.9,7.4,7,4.1,4.1,3.3,2.3,1.1,0.6
DeKalb County,Georgia,TRUE,2013,373459,6.9,6.2,5.7,5.9,6.9,7.8,8.4,7.8,7.2,6.9,6.9,6.4,5.7,3.8,2.6,1.7,1.6,1.6,339881,7.9,7.4,6.4,6.2,7.2,8.2,8.7,7.7,7.7,6.9,6.7,5.7,4.9,3.4,2,1.3,0.8,0.9
Dougherty County,Georgia,FALSE,2013,49688,6.4,5.5,7.5,8,7.7,6.9,6.6,6.1,5.8,6.1,6.3,6,6.8,3.9,3.6,1.8,1.8,3.4,43281,7.4,7.2,9.2,7.8,9.4,7,6.7,3.6,7.1,5.7,6.1,4.7,7.2,3.1,3.7,1.9,1.4,0.9
Douglas County,Georgia,TRUE,2013,71391,6.8,6.1,8.6,7.5,5.5,5.6,6.6,7.8,8.7,7.8,7.2,6.3,5,3.8,2.9,1.6,1.3,0.8,64988,7.2,7.8,8.7,6.5,4.7,8.2,6.2,7.6,6.9,8,7.8,6,4.9,4.6,2.7,0.9,1.1,0.2
Fayette County,Georgia,TRUE,2013,55838,3.6,5.2,8.7,9.2,5.1,3.4,3.8,5.3,6.8,10.1,7.6,8.1,6.8,5.2,4.2,3.6,1.8,1.5,52527,2.6,9.2,7.4,8.9,7.9,3.4,3.4,4.2,7.8,7.5,8.4,9.1,5.5,6,3.6,2.4,1.6,1.1
Floyd County,Georgia,TRUE,2013,49159,5.9,7.8,5,7.5,6.5,6.3,6.2,5.9,6.8,5.1,7.6,6.5,6.2,4.3,4.5,3.7,2.7,1.6,46662,6.4,7.8,6.8,7.6,8.6,3.9,5.4,6.8,6.7,7.1,6.8,8.3,5.1,4.2,3.5,2,1.9,1.1
Forsyth County,Georgia,TRUE,2013,98332,6.3,8.2,9.5,6.6,4.4,4,6.3,7.2,10.4,8.7,6.9,5.7,4.4,4.3,2.9,1.7,1.6,1.1,97073,6.5,8.7,10.2,7.4,4.5,4.3,4.5,7.8,9.6,9,7.6,5.5,4.4,4.4,2.3,1.3,1.1,0.9
Fulton County,Georgia,TRUE,2013,506040,6.3,6.3,6.3,6.7,7.2,8.2,8.2,7.4,7.5,6.8,6.7,5.9,5,3.6,2.8,2.1,1.3,1.7,478253,7,7.2,6.5,7,7.9,8.4,8.1,7.2,7.9,7.2,6.9,5.5,4.7,3.3,2.1,1.6,1,0.7
Glynn County,Georgia,TRUE,2013,44687,6.4,4.5,8.4,7.4,5.5,5.2,7.3,7.6,3.5,6.8,6.5,6.9,6.2,6.2,4.7,1.6,3.1,2.3,36821,5.6,6.2,8,6.1,6.4,6.1,3.6,5.5,8.2,7.1,7.2,7,7,5.8,4.6,2,2.5,1.3
Gwinnett County,Georgia,TRUE,2013,437573,6.9,7.6,8.1,7.1,6.1,6.2,7.1,7.3,8.7,7.8,7.3,6,4.6,3.1,2.7,1.4,0.8,1.2,421731,7.3,9.2,7.6,7.8,6.8,6.6,7.1,7.7,7.5,7.7,7.2,5.6,4.6,3.1,2,1.3,0.6,0.3
Hall County,Georgia,TRUE,2013,92025,5.2,7.5,7.6,6.7,6.7,6.2,6.6,7.1,6.8,6.7,6.2,5.9,5.7,4.9,3.3,2.8,2.5,1.7,95720,9.3,7.5,8.1,7.2,7,6.4,6.5,6.6,6.9,7.1,6,6,4.4,4,2.8,1.8,1.6,0.8
Henry County,Georgia,TRUE,2013,109431,5.5,7.8,7.2,7,7.6,5.3,6.1,8.6,7.1,8.5,7.3,5.8,5.7,3.9,2.7,1.6,0.7,1.6,101697,6.8,7.4,9.9,8.9,6.5,5.4,5.7,6.4,8.6,8.4,7,5.4,4.9,4.3,2,1.1,0.7,0.7
Houston County,Georgia,TRUE,2013,74767,6.3,6.5,7.4,5.8,7.9,6.8,8.2,7.4,6.3,6.4,7.2,7.1,4.1,4.4,2.7,2.2,1.7,1.5,72891,6.7,8.1,8.3,7.4,8.1,7.1,8.3,5,5.8,7.3,7,6.7,4,3.6,2.5,1.6,1.7,0.9
Liberty County,Georgia,TRUE,2013,32223,12.8,7.2,6.5,5.7,11.8,9.4,7.5,5.7,5.4,5.2,5.4,3.8,5.9,2.7,2.6,0.5,0.8,1,31912,10.4,7.1,7.6,8.3,11.4,11.8,9.6,4.2,6.2,4.5,5,5.2,3.3,2.6,1.5,0.4,0.7,0.2
Lowndes County,Georgia,TRUE,2013,57486,8.6,7,5.2,8.6,13.2,7.5,5.7,4,7.4,5.6,5.6,5.2,4.7,3.7,3,1.9,2.3,0.9,55430,7.2,7.7,6.1,7.8,14.8,8,6.5,6.4,5.9,5.9,5.3,4.6,5.1,2.7,2.3,1.8,0.9,1.2
Muscogee County,Georgia,FALSE,2013,103425,6.8,5.3,7.5,6.6,7.5,8.1,7.1,6.1,6,6.2,6.9,6.4,5.3,3.6,3.4,2.5,2.6,2.1,99399,7.5,7.8,6.5,7.3,10.5,8.8,7.3,5.3,7.8,5.8,6,5.7,4.5,3,2.6,1.6,1.2,0.9
Newton County,Georgia,TRUE,2013,54042,7.1,5.6,9,8.2,5.8,5.1,5.3,10.8,7.5,6.1,6.5,5.9,5.1,4.2,2.6,3,1.2,1.2,48404,6.6,8,8.6,9.3,7.2,5.7,6.1,7.3,7.4,6,7.2,5.5,4.7,4.2,2.9,1.9,0.7,0.7
Paulding County,Georgia,TRUE,2013,75320,6.3,9.5,6.8,7.8,4.6,6.7,6.4,8.2,9.8,7.7,6.4,6.1,4.1,2.9,3.2,1.9,1,0.7,71630,7.2,8.3,8.9,8.7,5.8,5.7,6.1,8.7,8,7.8,7.3,5.7,4.3,2.2,3.1,0.9,0.5,0.9
Richmond County,Georgia,FALSE,2013,104148,7.2,6.1,6.2,5.8,8.3,8.8,6.9,6.5,4.6,6.1,7,6.8,6,4.8,2.7,2,2,2,97855,7.1,6.5,7.6,7.6,9.1,8.6,7.4,6.3,5.3,5.9,6.9,6.6,4.6,3.8,2.9,1.8,1.3,0.7
Rockdale County,Georgia,TRUE,2013,45590,6.3,6.7,6.6,9.1,5,5.6,5.4,7.3,6.1,8.1,7.5,8.3,4.8,5.1,2.5,2.1,1.9,1.5,41329,3.6,10.6,7.1,10.3,6.5,5.6,4.5,5.7,7.4,8.2,6.4,5.6,7.4,4.4,3.5,2.1,0.4,0.8
Troup County,Georgia,TRUE,2013,35951,9.1,8.1,4.9,5.1,7.7,6.1,6.4,6.3,5.7,7.4,6.5,6.3,5.6,4.2,4,3.7,1.5,1.4,33102,4.5,7.5,8.8,11.3,5.6,7,6.3,3.9,7.7,7.3,6.1,7.3,5.5,4.6,2.4,2,1.4,0.9
Walker County,Georgia,FALSE,2013,34862,5.6,4.6,6.2,6.1,6.7,5.7,5.7,5.5,6.4,6.2,8.1,7.3,7.2,7.3,3.2,3.4,1.7,3.4,33336,6,6.7,6.7,8,4.4,6.8,6.1,6.1,7.4,6.9,7.7,8.1,5.2,5.3,3.6,2.8,2,0.3
Walton County,Georgia,TRUE,2013,46502,7.1,6.3,7.9,6.3,6.6,4.4,5.7,7.3,7.2,6.4,7.2,5.3,7.6,4.2,3.7,2.5,1.7,2.5,39252,6.1,7.4,7.3,8.7,6.2,5.4,6.6,4.4,9.5,7.3,8.2,6.7,4.1,3.8,4.4,2.9,1.1,0.1
Whitfield County,Georgia,TRUE,2013,51931,6.9,7.1,7.7,7.4,8.3,4.7,6.6,6.1,7.1,7.1,5.8,6.4,4.9,3.7,3.7,2.3,2,2.4,51014,7.6,7.7,8.8,6.3,8,6.7,6.6,5.6,8.5,6.3,6.3,6.8,4,3.6,3.1,2.6,0.7,0.8
Hawaii County,Hawaii,TRUE,2013,95011,6,4.8,6.9,5.9,5.6,6.3,5.7,7,5.5,5.6,7.1,8.3,8,5.4,4.2,2.9,2.3,2.7,95810,6.5,6,6.7,6.4,5.8,6.3,5.8,5.7,6.4,5.7,6.6,7.8,7.9,7.2,3.3,2.9,1.2,1.6
Honolulu County,Hawaii,FALSE,2013,485174,6.5,5.9,5.7,5.4,7.2,7.5,6.9,5.9,6.4,6.2,6.5,6.7,5.4,5.1,3.7,2.7,2.7,3.6,498255,6.6,5.7,6.3,5.8,9.3,8.9,7.6,6,6.7,6.1,6.3,6.1,5.3,4.2,3.4,2.1,1.8,1.8
Kauai County,Hawaii,TRUE,2013,34196,6.3,6.2,5.5,6,4.8,5.4,5.8,5.5,7.3,6.5,7.3,6.3,8.4,5.3,4.6,2.3,3.1,3.5,35316,6.2,6.3,6.7,6.8,5.6,5.9,6.8,5.9,6.1,6.2,6.7,8.3,7.1,5.1,4.8,1.8,1.3,2.1
Maui County,Hawaii,TRUE,2013,78699,5.4,5.6,6.7,5.9,5.5,5.9,6.7,6.1,7,7.2,7.7,7.1,7,5.2,4.1,2.2,3,1.7,81496,6.9,6.5,6.3,4.9,6.2,6.8,6.6,7.1,7,7.1,7.4,6.5,7.4,5.2,3.2,1.5,1.2,2.1
Ada County,Idaho,TRUE,2013,206913,5.6,7.3,7.7,6.4,6.6,6.5,7,6.6,6.8,6.8,7.2,6.2,5.8,3.6,4.1,2.2,2.1,1.6,209551,6.8,6.4,8.7,7.1,6.8,6.7,7.3,7,7.2,7,6.8,6.3,5.3,4.4,2.4,1.5,1.3,1.1
Bannock County,Idaho,TRUE,2013,41995,7.4,7.8,6.9,6.2,9.1,7.4,6.2,5.3,7.2,5,6.3,6.8,5.1,4,2.9,3.1,2.2,1,41254,7.8,8.3,6.5,7.5,8.9,8.9,6.9,6.3,5.1,4.7,6.2,7.1,4.6,3.8,3,2.4,1,0.9
Bonneville County,Idaho,TRUE,2013,54768,9.5,7.8,9.1,7.1,6.2,6.5,7.1,5.6,6.1,6.2,5.6,5,5.9,3.5,3,2.4,1.4,1.9,52749,7.9,9,10.1,6.2,6.8,6.9,8.1,5.7,6,5.3,6.6,4.8,6.2,4.1,2.1,1.9,1.1,1.1
Canyon County,Idaho,TRUE,2013,100031,7.6,9.3,7.7,7.5,6.5,6.7,6.8,6.1,7,6,5.7,5.2,5,3.4,4.3,1.5,1.7,1.9,98840,8.2,11.5,6.6,7.7,7.2,6.2,6.6,6.7,6.5,5.9,5.6,6.5,3.6,4.3,2.8,2,1.7,0.5
Kootenai County,Idaho,TRUE,2013,73129,5.6,6.3,7.2,5.7,6,6.6,6.3,6.3,4.9,6.4,7,6.6,7.9,5.9,3.9,2.7,2.5,2,71136,6.6,6.1,7.8,6.3,7,6,6.3,7,5,5.9,6.9,7.4,6,5.9,3.8,2.7,2.4,1
